[0.000000] (-) TimerEvent: {}
[0.000288] (dropbear) JobQueued: {'identifier': 'dropbear', 'dependencies': OrderedDict()}
[0.569924] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/290mm-tie-rod_v1_1.stl\n'}
[0.569993] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__8__1.stl\n'}
[0.570063] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/ankle-motor-driver-bracket_left_1.stl\n'}
[0.570133] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/heel-roller_1.stl\n'}
[0.570202] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing_left_2.stl\n'}
[0.570271] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-lower-bracket_left_1.stl\n'}
[0.570341] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__16__1.stl\n'}
[0.570411] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/innner-thigh-magnet-encoder__1__1.stl\n'}
[0.570483] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__18__1.stl\n'}
[0.570553] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/motor-calf-exal-mount_3.stl\n'}
[0.570623] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__17__1.stl\n'}
[0.570693] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__20__1.stl\n'}
[0.570763] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/knee-lock-2-b_1.stl\n'}
[0.570833] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/motor-calf-exal-mount_1.stl\n'}
[0.570903] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__13__1.stl\n'}
[0.570977] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/flank-front-flipped_1.stl\n'}
[0.571044] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/wire-clip_1.stl\n'}
[0.571110] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-cover_2.stl\n'}
[0.571176] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearing-sensor-adapter-arm_2.stl\n'}
[0.571244] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/leg-pitch-elastic__2__1.stl\n'}
[0.571310] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/conjstraint-knee-test-oute_MIR_1.stl\n'}
[0.571376] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/400mmexal_MIR2_MIR3_1.stl\n'}
[0.571443] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/ankle-motor-driver-bracketleft_1.stl\n'}
[0.571509] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/foot-top_1.stl\n'}
[0.571575] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/hip-ex-al-base_MIR_1.stl\n'}
[0.572046] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/multiplex-stack_1.stl\n'}
[0.572245] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/tie-rod-ankle-brackket_left_1.stl\n'}
[0.572275] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm\n'}
[0.572300] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/forearm-elbow-motor-bracket-inner_1.stl\n'}
[0.572323] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/top-bracket-servo-strap_1.stl\n'}
[0.572346] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__4__1.stl\n'}
[0.572369] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/RMD-X8-Pro_MIR8_MIR1__4__1.stl\n'}
[0.572390] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__6__1.stl\n'}
[0.572411] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/fore-arm-bicep-motor-attatch_1.stl\n'}
[0.572432] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/arm-cuff-bicep-bracket_1.stl\n'}
[0.572454] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-rear-motor-adapter_1.stl\n'}
[0.572476] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-ex-al-interface__2__1.stl\n'}
[0.572497] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__2__1.stl\n'}
[0.572517] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__4__1.stl\n'}
[0.572537] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/skateboard-bearing__7__1.stl\n'}
[0.572558] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__6__1.stl\n'}
[0.572578] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__2__1.stl\n'}
[0.572599] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__3__1.stl\n'}
[0.572619] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/yaw-waist-adapter-motor-exal_MIR1_1.stl\n'}
[0.572639] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/RMD-X8-Pro_MIR8_MIR1__2__1.stl\n'}
[0.572659] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/2020_100mm__10__1.stl\n'}
[0.572680] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-cap_1.stl\n'}
[0.572700] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-roll-al-mot_MIR1__3__1.stl\n'}
[0.572721] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/top-bracket-servo-strap__1__1.stl\n'}
[0.572741] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-ex-al-interface_1.stl\n'}
[0.572761] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/base_link.stl\n'}
[0.572781] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-roll-al-mot_MIR1__1__1.stl\n'}
[0.572801] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/RMD-X8-Pro_MIR8_MIR1__3__1.stl\n'}
[0.572822] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/second-forearm-motor-strap_1.stl\n'}
[0.572842] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/yaw-cap_1.stl\n'}
[0.572863] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-motor-mate_1.stl\n'}
[0.572931] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing_1.stl\n'}
[0.572958] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-rotational-cuff-second-motor-bracket_1.stl\n'}
[0.572981] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__1__1.stl\n'}
[0.573003] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__7__1.stl\n'}
[0.573025] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/2020_100mm__11__1.stl\n'}
[0.573046] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep_1.stl\n'}
[0.573068] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-ex-al-interface__1__1.stl\n'}
[0.573089] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/yaw-waist-adapter-motor-exal_MIR1__5__1.stl\n'}
[0.573111] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-shoulder-bracket-exal__3__1.stl\n'}
[0.573132] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__5__1.stl\n'}
[0.573153] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__1__1.stl\n'}
[0.573173] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/elbow-rear-hanger_1.stl\n'}
[0.573193] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/power-mount-arm_1.stl\n'}
[0.573213] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995_1.stl\n'}
[0.573236] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/forearm-elbow-motor-bracket-inner2_1.stl\n'}
[0.573257] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-roll-al-mot_MIR1__2__1.stl\n'}
[0.573277] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-shoulder-bracket-exal_1.stl\n'}
[0.573298] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/elbow-hangar_1.stl\n'}
[0.573319] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-roll-al-mot_MIR1_1.stl\n'}
[0.573341] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__9__1.stl\n'}
[0.573362] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/elbow-bridge-rear_1.stl\n'}
[0.573383] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/multiplex-stack-flat_1.stl\n'}
[0.573404] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__7__1.stl\n'}
[0.573424] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-front_1.stl\n'}
[0.573445] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/2020_100mm__9__1.stl\n'}
[0.573465] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__5__1.stl\n'}
[0.573487] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-motor-bicep-rotor-bracket_1.stl\n'}
[0.573507] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/MG995__3__1.stl\n'}
[0.573529] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/2020_100mm__8___1__1.stl\n'}
[0.573550] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-shoulder-bracket-exal__2__1.stl\n'}
[0.573571] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/elbow-hangar1_1.stl\n'}
[0.573594] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/6mm-bearing__8__1.stl\n'}
[0.573614] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/RMD-X8-Pro_MIR8_MIR1__1__1.stl\n'}
[0.573635] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/straight-tendon_1.stl\n'}
[0.573657] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/elbow-bridge-rear__1__1.stl\n'}
[0.573677] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/shoulder-front-bearing-adapter_1.stl\n'}
[0.573698] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/elbow-rear-hanger__1__1.stl\n'}
[0.573719] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/fan-mount_1.stl\n'}
[0.573740] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/bicep-shoulder-bracket-exal__1__1.stl\n'}
[0.573761] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftarm/front-bearing-adapter-shoulder_1.stl\n'}
[0.573782] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle\n'}
[0.573804] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/center-waist-aluminum-strap_1.stl\n'}
[0.573824] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/naval__1__1.stl\n'}
[0.573844] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/groin-square__1__1.stl\n'}
[0.573864] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/yaw-waist-adapter-motor-exal_MIR1__4__1.stl\n'}
[0.573886] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/RMD-X10-S2_MIR4__2_Rotor_1.stl\n'}
[0.573906] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/skateboard-bearing__4__1.stl\n'}
[0.573928] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/100m__1__1.stl\n'}
[0.573949] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/front-motor-roll-nut_1.stl\n'}
[0.573990] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/skateboard-bearing__2__1.stl\n'}
[0.574020] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/RMD-X10-V3__1_Stator_1.stl\n'}
[0.574047] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/butt-mag__1__1.stl\n'}
[0.574074] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/inner-rear-rocker-bracket_1.stl\n'}
[0.574101] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/2020_100mm__3___1__1.stl\n'}
[0.574126] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/100m_1.stl\n'}
[0.574151] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/center-band-brick__6__1.stl\n'}
[0.574177] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/yaw-waist-adapter-motor-exal_MIR1__3__1.stl\n'}
[0.574202] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/hip-roll-al-mot_MIR2_1.stl\n'}
[0.574227] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/butt-center-rear-bracket_1.stl\n'}
[0.574252] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/RMD-X10-V3Rotor_1.stl\n'}
[0.574280] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/side-band-brick-double__1__1.stl\n'}
[0.574305] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/front-motor-roll-nut__1__1.stl\n'}
[0.574329] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/100m__3__1.stl\n'}
[0.574355] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/side-band-brick-double__2__1.stl\n'}
[0.574380] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/skateboard-bearing__1__1.stl\n'}
[0.574413] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/base_link.stl\n'}
[0.574455] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/hip-roll-al-mot_MIR2__3__1.stl\n'}
[0.574484] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/groin-square_1.stl\n'}
[0.574511] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/center-band-brick__5__1.stl\n'}
[0.574537] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/skateboard-bearing__3__1.stl\n'}
[0.574563] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/hip-roll-al-bracket_MIR__1__1.stl\n'}
[0.574588] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/side-band-brick-double_1.stl\n'}
[0.574613] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/hip-roll-al-mot_MIR2__1__1.stl\n'}
[0.574638] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/RMD-X10-S2_MIR4__1_Stator_1.stl\n'}
[0.574662] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/hip-roll-front-bracket-strap-motor__2__1.stl\n'}
[0.574687] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/inner-rear-rocker-bracket_MIR_1.stl\n'}
[0.574712] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/pelvicgirdle/side-band-brick-double__3__1.stl\n'}
